dteday,cnt,temp,hum,windspeed,weathersit,season,yr,mnth
2011-03-06,605,0.3765217391304348,0.9482608695652174,0.34328695652173913,2.391304347826087,1,0,3
2011-03-07,1872,0.26173913043478264,0.551304347826087,0.34135217391304346,1.173913043478261,1,0,3
2011-03-08,2133,0.2925,0.42083333333333334,0.12065,1.25,1,0,3
2011-03-09,1891,0.29583333333333334,0.7754166666666666,0.22014999999999998,1.875,1,0,3
2011-03-10,623,0.3890909090909091,0.0,0.26187727272727274,2.909090909090909,1,0,3
2011-03-11,1977,0.3165217391304348,0.6495652173913044,0.2329695652173913,1.608695652173913,1,0,3
2011-03-12,2132,0.32916666666666666,0.5945833333333334,0.22077500000000003,1.0,1,0,3
2011-03-13,2417,0.3843478260869565,0.5273913043478261,0.270604347826087,1.0,1,0,3
2011-03-14,2046,0.32521739130434785,0.4969565217391304,0.13692608695652173,1.1304347826086956,1,0,3
2011-03-15,2056,0.3173913043478261,0.6556521739130435,0.18430869565217395,1.6956521739130435,1,0,3
2011-03-16,2192,0.3652173913043478,0.7765217391304348,0.2031173913043478,2.0434782608695654,1,0,3
2011-03-17,2744,0.41500000000000004,0.6029166666666667,0.20957916666666665,1.0833333333333333,1,0,3
2011-03-18,3239,0.54,0.5252173913043479,0.2310173913043478,1.1304347826086956,1,0,3
2011-03-19,3117,0.4725,0.37916666666666665,0.3681666666666667,1.1666666666666667,1,0,3
2011-03-20,2471,0.3325,0.47375000000000006,0.20772083333333335,1.2083333333333333,1,0,3
2011-03-21,2077,0.43043478260869567,0.7373913043478261,0.2887826086956522,1.8695652173913044,2,0,3
2011-03-22,2703,0.44166666666666665,0.6245833333333334,0.22575,1.4583333333333333,2,0,3
2011-03-23,2121,0.34695652173913044,0.8395652173913043,0.23426086956521738,2.4347826086956523,2,0,3
2011-03-24,1865,0.285,0.8058333333333333,0.24378750000000002,1.875,2,0,3
2011-03-25,2210,0.26416666666666666,0.49499999999999994,0.23072499999999999,1.3333333333333333,2,0,3
2011-03-26,2496,0.2658333333333333,0.3941666666666667,0.20957083333333335,1.2916666666666667,2,0,3
2011-03-27,1693,0.2530434782608696,0.49391304347826087,0.1843,1.6521739130434783,2,0,3
2011-03-28,2028,0.2643478260869565,0.3021739130434783,0.21220434782608696,1.173913043478261,2,0,3
2011-03-29,2425,0.3025,0.31416666666666665,0.2269958333333333,1.0833333333333333,2,0,3
2011-03-30,1536,0.3,0.6466666666666666,0.1728875,2.2083333333333335,2,0,3
2011-03-31,1685,0.26833333333333337,0.9183333333333333,0.21764583333333332,2.75,2,0,3
2011-04-01,2227,0.3,0.6862499999999999,0.2587083333333334,1.6666666666666667,2,0,4
2011-04-02,2252,0.315,0.6537499999999999,0.19714583333333335,1.5,2,0,4
2011-04-03,3249,0.37833333333333335,0.48,0.1822125,1.3333333333333333,2,0,4
2011-04-04,3115,0.5733333333333334,0.42625,0.38557083333333336,1.4166666666666667,2,0,4
2011-04-05,1795,0.4141666666666666,0.6420833333333333,0.3880666666666666,1.875,2,0,4
2011-04-06,2808,0.39083333333333337,0.47083333333333327,0.26306250000000003,1.0,2,0,4
2011-04-07,3141,0.4375,0.6029166666666667,0.1623125,1.3333333333333333,2,0,4
2011-04-08,1471,0.3358333333333334,0.83625,0.22699166666666667,2.4583333333333335,2,0,4
2011-04-09,2455,0.3425,0.8775,0.13308333333333333,2.0833333333333335,2,0,4
2011-04-10,2895,0.4266666666666667,0.8574999999999999,0.14676666666666668,1.625,2,0,4
2011-04-11,3348,0.5956521739130435,0.7169565217391304,0.3244739130434783,1.5217391304347827,2,0,4
2011-04-12,2034,0.5025000000000001,0.7391666666666666,0.2748791666666667,2.2083333333333335,2,0,4
2011-04-13,2162,0.41250000000000003,0.8191666666666667,0.25061666666666665,2.0,2,0,4
2011-04-14,3267,0.4675,0.5404166666666667,0.1107,1.0,2,0,4
2011-04-15,3126,0.4466666666666667,0.67125,0.226375,1.25,2,0,4
2011-04-16,795,0.43083333333333335,0.8883333333333333,0.3408083333333333,2.5,2,0,4
2011-04-17,3744,0.4566666666666667,0.4795833333333333,0.30349583333333335,1.0416666666666667,2,0,4
2011-04-18,3429,0.5125000000000001,0.5425,0.16356666666666667,1.2916666666666667,2,0,4
2011-04-19,3204,0.5058333333333334,0.6658333333333334,0.15797083333333334,1.6666666666666667,2,0,4
2011-04-20,3944,0.595,0.6141666666666666,0.24192500000000003,1.125,2,0,4
2011-04-21,4189,0.45916666666666667,0.4070833333333333,0.32525833333333337,1.2916666666666667,2,0,4
2011-04-22,1683,0.33666666666666667,0.7295833333333334,0.2195208333333333,2.2916666666666665,2,0,4
2011-04-23,4036,0.46,0.8879166666666666,0.23072499999999999,1.875,2,0,4
2011-04-24,4191,0.5816666666666667,0.8108333333333334,0.19217499999999998,1.5,2,0,4
2011-04-25,4073,0.6066666666666667,0.7766666666666667,0.18533333333333335,1.2916666666666667,2,0,4
2011-04-26,4400,0.6316666666666667,0.7291666666666666,0.3265,1.0833333333333333,2,0,4
2011-04-27,3872,0.62,0.8354166666666667,0.3122,1.5416666666666667,2,0,4
2011-04-28,4058,0.6175,0.7008333333333333,0.32090833333333335,1.5833333333333333,2,0,4
2011-04-29,4595,0.51,0.45708333333333334,0.24006249999999998,1.1666666666666667,2,0,4
2011-04-30,5312,0.4725,0.5033333333333333,0.235075,1.2083333333333333,2,0,4
2011-05-01,3351,0.45166666666666666,0.7620833333333333,0.10635416666666668,1.6666666666666667,2,0,5
2011-05-02,4401,0.5491666666666667,0.73,0.18345416666666667,1.5416666666666667,2,0,5
2011-05-03,4451,0.6166666666666667,0.6970833333333334,0.3426666666666667,1.6666666666666667,2,0,5
2011-05-04,2633,0.4141666666666666,0.7370833333333334,0.3289958333333333,1.9583333333333333,2,0,5
2011-05-05,4433,0.45916666666666667,0.44416666666666665,0.29539166666666666,1.0,2,0,5
2011-05-06,4608,0.4791666666666667,0.59,0.22824583333333334,1.25,2,0,5
2011-05-07,4714,0.52,0.54125,0.16045,1.0833333333333333,2,0,5
2011-05-08,4333,0.5283333333333333,0.6316666666666667,0.0746375,1.2916666666666667,2,0,5
2011-05-09,4362,0.5325,0.58875,0.17600000000000002,1.0,2,0,5
2011-05-10,4803,0.5325000000000001,0.4891666666666667,0.11567083333333333,1.4166666666666667,2,0,5
2011-05-11,4182,0.5425,0.6329166666666667,0.12064166666666666,1.125,2,0,5
2011-05-12,4864,0.535,0.7475,0.18966666666666665,1.4166666666666667,2,0,5
2011-05-13,4105,0.5125000000000001,0.8633333333333333,0.17972500000000002,2.2083333333333335,2,0,5
2011-05-14,3409,0.5208333333333334,0.9225,0.13495,2.375,2,0,5
2011-05-15,4553,0.5625,0.8670833333333333,0.15297916666666667,1.5,2,0,5
2011-05-16,3958,0.5775,0.7879166666666667,0.12687083333333335,1.1666666666666667,2,0,5
2011-05-17,4123,0.5616666666666666,0.8379166666666666,0.2773541666666666,2.0,2,0,5
2011-05-18,3855,0.55,0.87,0.20149166666666665,1.7916666666666667,2,0,5
2011-05-19,4575,0.5308333333333334,0.8295833333333333,0.1082125,1.5833333333333333,2,0,5
2011-05-20,4917,0.5366666666666667,0.7195833333333334,0.1250125,1.25,2,0,5
2011-05-21,5805,0.6025,0.6266666666666666,0.12065,1.125,2,0,5
2011-05-22,4660,0.6041666666666666,0.7495833333333333,0.14800833333333333,1.25,2,0,5
2011-05-23,4274,0.6316666666666667,0.8099999999999999,0.23384166666666664,1.6666666666666667,2,0,5
2011-05-24,4492,0.66,0.7408333333333333,0.20709166666666667,1.7083333333333333,2,0,5
2011-05-25,4978,0.6608333333333333,0.69625,0.15423333333333333,1.2083333333333333,2,0,5
2011-05-26,4677,0.7083333333333334,0.6775000000000001,0.1996416666666667,1.25,2,0,5
2011-05-27,4679,0.6816666666666666,0.6537499999999999,0.24067916666666667,1.2916666666666667,2,0,5
2011-05-28,4758,0.6558333333333334,0.7295833333333334,0.23009166666666667,1.0,2,0,5
2011-05-29,4788,0.6675,0.81875,0.2139375,1.2916666666666667,2,0,5
2011-05-30,4098,0.7333333333333334,0.6849999999999999,0.131225,1.2083333333333333,2,0,5
2011-05-31,3982,0.775,0.6366666666666666,0.11132916666666666,1.0833333333333333,2,0,5
2011-06-01,3974,0.7641666666666667,0.6770833333333334,0.20709166666666667,1.5,2,0,6
2011-06-02,4968,0.715,0.305,0.2922875,1.0,2,0,6
2011-06-03,5312,0.62,0.3541666666666667,0.25312083333333335,1.0416666666666667,2,0,6
2011-06-04,5342,0.635,0.45625,0.12314166666666666,1.3333333333333333,2,0,6
2011-06-05,4906,0.6483333333333333,0.6525,0.13869166666666669,1.5,2,0,6
2011-06-06,4548,0.6783333333333333,0.6,0.12189583333333333,1.0,2,0,6
2011-06-07,4833,0.7075,0.5979166666666667,0.18780833333333333,1.375,2,0,6
2011-06-08,4401,0.7758333333333334,0.6220833333333333,0.13681666666666667,1.0,2,0,6
2011-06-09,3915,0.8083333333333332,0.5683333333333334,0.14988333333333334,1.5833333333333333,2,0,6
2011-06-10,4586,0.755,0.605,0.14055416666666667,1.1666666666666667,2,0,6
2011-06-11,4966,0.725,0.6545833333333334,0.15485000000000002,1.125,2,0,6
2011-06-12,4460,0.6925,0.7479166666666667,0.16356666666666667,1.1666666666666667,2,0,6
2011-06-13,5020,0.635,0.4945833333333333,0.30535,1.0,2,0,6
2011-06-14,4891,0.6041666666666666,0.5070833333333333,0.2692833333333333,1.125,2,0,6
2011-06-15,5180,0.6266666666666666,0.4716666666666667,0.16791250000000002,1.0,2,0,6
2011-06-16,3767,0.6283333333333333,0.6883333333333334,0.20647083333333335,1.9166666666666667,2,0,6
2011-06-17,4844,0.6491666666666667,0.7358333333333333,0.14302916666666668,1.2916666666666667,2,0,6
2011-06-18,5119,0.6966666666666667,0.6704166666666667,0.11940833333333334,1.4166666666666667,2,0,6
2011-06-19,4744,0.6991666666666667,0.6666666666666666,0.102,1.75,2,0,6
2011-06-20,4010,0.635,0.74625,0.155475,1.7083333333333333,2,0,6
2011-06-21,4835,0.6808333333333333,0.7704166666666666,0.17102499999999998,1.7083333333333333,3,0,6
2011-06-22,4507,0.7333333333333334,0.7075,0.17226249999999999,1.4166666666666667,3,0,6
2011-06-23,4790,0.7283333333333334,0.7033333333333333,0.23880416666666668,1.625,3,0,6
2011-06-24,4991,0.7241666666666666,0.5733333333333334,0.222025,1.0416666666666667,3,0,6
2011-06-25,5202,0.695,0.48333333333333334,0.20957083333333335,1.0833333333333333,3,0,6
2011-06-26,5305,0.68,0.5133333333333333,0.09453333333333334,1.2083333333333333,3,0,6
2011-06-27,4708,0.6825,0.6583333333333333,0.1075875,1.75,3,0,6
2011-06-28,4648,0.7441666666666666,0.6341666666666667,0.14428333333333335,1.3333333333333333,3,0,6
2011-06-29,5225,0.7283333333333334,0.4979166666666666,0.26182083333333334,1.0833333333333333,3,0,6
2011-06-30,5515,0.6966666666666667,0.43416666666666665,0.1853125,1.0,3,0,6
2011-07-01,5362,0.7225,0.39625,0.10260833333333334,1.0,3,0,7
2011-07-02,5119,0.7383333333333333,0.44458333333333333,0.1150625,1.0,3,0,7
2011-07-03,4649,0.7166666666666667,0.6825,0.2288583333333333,1.75,3,0,7
2011-07-04,6043,0.7266666666666667,0.6379166666666667,0.08147916666666667,1.5,3,0,7
2011-07-05,4665,0.7466666666666667,0.5904166666666667,0.12625833333333333,1.0416666666666667,3,0,7
2011-07-06,4629,0.7200000000000001,0.7433333333333333,0.14988333333333334,1.4166666666666667,3,0,7
2011-07-07,4592,0.75,0.65125,0.1592,1.125,3,0,7
2011-07-08,4040,0.7091666666666666,0.7579166666666667,0.22512916666666669,1.7083333333333333,3,0,7
2011-07-09,5336,0.7333333333333334,0.6091666666666666,0.16791250000000002,1.1666666666666667,3,0,7
2011-07-10,4881,0.7475,0.5783333333333334,0.18347083333333333,1.0,3,0,7
2011-07-11,4086,0.7625000000000001,0.6358333333333334,0.28233749999999996,1.0,3,0,7
2011-07-12,4258,0.7941666666666666,0.5591666666666667,0.20025416666666665,1.0416666666666667,3,0,7
2011-07-13,4342,0.7466666666666666,0.6316666666666667,0.14613333333333334,1.2916666666666667,3,0,7
2011-07-14,5084,0.6808333333333333,0.47625,0.24066666666666667,1.0,3,0,7
2011-07-15,5538,0.6633333333333333,0.5912499999999999,0.18283333333333332,1.0833333333333333,3,0,7
2011-07-16,5923,0.6866666666666666,0.5850000000000001,0.20834166666666668,1.0,3,0,7
2011-07-17,5302,0.7191666666666667,0.6041666666666666,0.24503333333333333,1.0,3,0,7
2011-07-18,4458,0.7466666666666667,0.65125,0.21580416666666669,1.0,3,0,7
2011-07-19,4541,0.7766666666666667,0.6504166666666666,0.13060000000000002,1.375,3,0,7
2011-07-20,4332,0.7683333333333334,0.7070833333333333,0.11381666666666666,1.0833333333333333,3,0,7
2011-07-21,3784,0.815,0.69125,0.22202083333333333,1.5,3,0,7
2011-07-22,3387,0.8483333333333333,0.5804166666666667,0.1331,1.25,3,0,7
2011-07-23,3285,0.8491666666666666,0.5,0.13122083333333331,1.0416666666666667,3,0,7
2011-07-24,3606,0.8300000000000001,0.5508333333333334,0.16917083333333335,1.0833333333333333,3,0,7
2011-07-25,3840,0.7433333333333333,0.7570833333333332,0.09080833333333332,1.4166666666666667,3,0,7
2011-07-26,4590,0.7716666666666666,0.5408333333333334,0.20025833333333332,1.0,3,0,7
2011-07-27,4656,0.775,0.40291666666666665,0.1834625,1.0416666666666667,3,0,7
2011-07-28,4390,0.7791666666666667,0.5833333333333334,0.17847916666666666,1.0416666666666667,3,0,7
2011-07-29,3846,0.8383333333333334,0.5425,0.17413750000000003,1.125,3,0,7
2011-07-30,4475,0.8041666666666667,0.4658333333333333,0.1685375,1.0,3,0,7
2011-07-31,4302,0.8058333333333333,0.4808333333333333,0.1648125,1.0,3,0,7
2011-08-01,4266,0.7716666666666666,0.5508333333333333,0.15671666666666667,1.0,3,0,8
2011-08-02,4845,0.7833333333333333,0.49124999999999996,0.20585,1.25,3,0,8
2011-08-03,3574,0.7316666666666666,0.6575,0.13558333333333333,2.3333333333333335,3,0,8
2011-08-04,4576,0.71,0.7575,0.19715000000000002,1.5833333333333333,3,0,8
2011-08-05,4866,0.7108333333333333,0.6308333333333334,0.1846958333333333,1.0833333333333333,3,0,8
2011-08-06,4294,0.7166666666666667,0.755,0.22824999999999998,1.75,3,0,8
2011-08-07,3785,0.7425,0.7529166666666667,0.2014875,1.4166666666666667,3,0,8
2011-08-08,4326,0.765,0.5920833333333334,0.19217499999999998,1.0,3,0,8
2011-08-09,4602,0.775,0.5704166666666667,0.15112083333333334,1.0833333333333333,3,0,8
2011-08-10,4780,0.7666666666666666,0.42416666666666664,0.20025833333333332,1.0,3,0,8
2011-08-11,4792,0.7174999999999999,0.42375,0.16479583333333334,1.0,3,0,8
2011-08-12,4905,0.7083333333333334,0.41500000000000004,0.12562083333333332,1.0,3,0,8
2011-08-13,4150,0.6858333333333334,0.7295833333333333,0.2114541666666667,1.75,3,0,8
2011-08-14,3820,0.6766666666666666,0.8175,0.22263333333333335,1.9166666666666667,3,0,8
2011-08-15,4338,0.6658333333333334,0.7120833333333333,0.20895416666666666,1.3333333333333333,3,0,8
2011-08-16,4725,0.7008333333333333,0.5783333333333333,0.23632916666666667,1.0,3,0,8
2011-08-17,4694,0.7233333333333333,0.5754166666666667,0.14366666666666666,1.0,3,0,8
2011-08-18,3805,0.7116666666666668,0.6545833333333334,0.23320833333333335,1.375,3,0,8
2011-08-19,4153,0.685,0.7229166666666668,0.13930833333333334,1.6666666666666667,3,0,8
2011-08-20,5191,0.6974999999999999,0.6741666666666667,0.10446666666666667,1.125,3,0,8
2011-08-21,3873,0.7108333333333333,0.77,0.2487541666666667,1.125,3,0,8
2011-08-22,4758,0.6916666666666668,0.47,0.27675,1.125,3,0,8
2011-08-23,5895,0.6408333333333333,0.45541666666666664,0.1467625,1.0833333333333333,3,0,8
2011-08-24,5130,0.6733333333333333,0.605,0.2531083333333333,1.0,3,0,8
2011-08-25,3542,0.6841666666666667,0.7716666666666666,0.21083333333333334,1.5,3,0,8
2011-08-26,4661,0.7000000000000001,0.76125,0.0839625,1.25,3,0,8
2011-08-27,1115,0.68,0.85,0.37561666666666665,2.2222222222222223,3,0,8
2011-08-28,4334,0.7070588235294117,0.5617647058823529,0.30465882352941176,1.2352941176470589,3,0,8
2011-08-29,4634,0.6366666666666666,0.5545833333333333,0.159825,1.125,3,0,8
2011-08-30,5204,0.6391666666666667,0.5483333333333333,0.12500833333333333,1.0,3,0,8
2011-08-31,5058,0.6566666666666666,0.5979166666666667,0.08333333333333333,1.0,3,0,8
2011-09-01,5115,0.655,0.6391666666666667,0.14179583333333332,1.25,3,0,9
2011-09-02,4727,0.6433333333333333,0.7270833333333333,0.13992916666666666,1.7916666666666667,3,0,9
2011-09-03,4484,0.6691666666666666,0.7166666666666667,0.185325,1.375,3,0,9
2011-09-04,4940,0.7091666666666666,0.7420833333333333,0.2064666666666667,1.125,3,0,9
2011-09-05,3351,0.6733333333333333,0.7904166666666667,0.21269583333333333,2.0416666666666665,3,0,9
2011-09-06,2710,0.54,0.8869565217391304,0.3439434782608696,2.652173913043478,3,0,9
2011-09-07,1996,0.5991666666666667,0.9170833333333333,0.09702083333333333,2.75,3,0,9
2011-09-08,1842,0.6339130434782608,0.9395652173913043,0.19274782608695654,2.652173913043478,3,0,9
2011-09-09,3544,0.65,0.8979166666666667,0.12437916666666667,1.7083333333333333,3,0,9
2011-09-10,5345,0.66,0.75375,0.15360833333333332,1.125,3,0,9
2011-09-11,5046,0.6533333333333333,0.71375,0.11505416666666667,1.2083333333333333,3,0,9
2011-09-12,4713,0.6443478260869565,0.6921739130434783,0.08891304347826087,1.0,3,0,9
2011-09-13,4763,0.6508333333333333,0.7125,0.14180416666666668,1.0,3,0,9
2011-09-14,4785,0.6733333333333333,0.6970833333333334,0.1673,1.2083333333333333,3,0,9
2011-09-15,3659,0.5775,0.7091666666666666,0.27114583333333336,1.5833333333333333,3,0,9
2011-09-16,4760,0.4691666666666667,0.5904166666666667,0.16418333333333332,1.5,3,0,9
2011-09-17,4511,0.4916666666666667,0.7183333333333333,0.189675,1.5,3,0,9
2011-09-18,4274,0.5075,0.695,0.17848333333333333,1.375,3,0,9
2011-09-19,4539,0.5491666666666667,0.69,0.15174166666666666,1.9583333333333333,3,0,9
2011-09-20,3641,0.5616666666666666,0.88125,0.13495416666666668,1.8333333333333333,3,0,9
2011-09-21,4352,0.5950000000000001,0.9,0.09640416666666667,2.0,3,0,9
2011-09-22,4795,0.6283333333333333,0.9020833333333332,0.12812500000000002,1.9583333333333333,3,0,9
2011-09-23,2395,0.6091666666666666,0.9725,0.07836666666666667,2.25,4,0,9
2011-09-24,5423,0.6066666666666667,0.8624999999999999,0.07838333333333333,1.625,4,0,9
2011-09-25,5010,0.6341666666666667,0.8450000000000001,0.05037916666666667,1.7916666666666667,4,0,9
2011-09-26,4630,0.6491666666666667,0.8483333333333333,0.1107,1.5416666666666667,4,0,9
2011-09-27,4120,0.6366666666666666,0.8854166666666666,0.11817083333333334,1.875,4,0,9
2011-09-28,3907,0.635,0.84875,0.14862916666666667,1.875,4,0,9
2011-09-29,4839,0.6166666666666667,0.6991666666666667,0.17288333333333336,1.25,4,0,9
2011-09-30,5202,0.5641666666666667,0.6475,0.206475,1.125,4,0,9
2011-10-01,2429,0.41,0.75375,0.29229583333333337,2.125,4,0,10
2011-10-02,2918,0.3566666666666667,0.7916666666666666,0.22201249999999997,2.1666666666666665,4,0,10
2011-10-03,3570,0.3841666666666667,0.7608333333333334,0.08334583333333334,1.9166666666666667,4,0,10
2011-10-04,4456,0.4841666666666667,0.71,0.20585416666666667,1.125,4,0,10
2011-10-05,4826,0.5383333333333333,0.6479166666666667,0.17725000000000002,1.0,4,0,10
2011-10-06,4765,0.49416666666666664,0.6208333333333333,0.13495416666666668,1.0,4,0,10
2011-10-07,4985,0.5108333333333334,0.6841666666666667,0.022391666666666667,1.0,4,0,10
2011-10-08,5409,0.5216666666666666,0.7012499999999999,0.04540416666666667,1.0,4,0,10
2011-10-09,5511,0.5408333333333334,0.7275,0.06344999999999999,1.0416666666666667,4,0,10
2011-10-10,5117,0.5708333333333333,0.73375,0.04230416666666667,1.2916666666666667,4,0,10
2011-10-11,4563,0.5666666666666667,0.80875,0.14304166666666665,2.0,4,0,10
2011-10-12,2416,0.5433333333333333,0.90625,0.24815,2.625,4,0,10
2011-10-13,2913,0.5891666666666667,0.8966666666666666,0.14178749999999998,2.0416666666666665,4,0,10
2011-10-14,3644,0.5508333333333334,0.71625,0.22388333333333335,1.5416666666666667,4,0,10
2011-10-15,5217,0.5066666666666667,0.48333333333333334,0.25808333333333333,1.0,4,0,10
2011-10-16,5041,0.5116666666666667,0.48666666666666664,0.28171666666666667,1.0,4,0,10
2011-10-17,4570,0.5341666666666667,0.5795833333333333,0.17537916666666667,1.1666666666666667,4,0,10
2011-10-18,4748,0.5325000000000001,0.7016666666666667,0.1100875,1.5,4,0,10
2011-10-19,2424,0.5417391304347826,0.8952173913043479,0.2433391304347826,2.652173913043478,4,0,10
2011-10-20,4195,0.47583333333333333,0.63625,0.42227499999999996,1.25,4,0,10
2011-10-21,4304,0.4275,0.5741666666666666,0.22139583333333335,1.2083333333333333,4,0,10
2011-10-22,4308,0.42250000000000004,0.6291666666666667,0.09266666666666666,1.125,4,0,10
2011-10-23,4381,0.4216666666666667,0.74125,0.0995125,1.0,4,0,10
2011-10-24,4187,0.4633333333333334,0.7720833333333333,0.11879166666666667,1.4166666666666667,4,0,10
