dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,year,month,day,day_of_year,season_name,weather_name,weekday_name,temp_hum_interaction,temp_windspeed_interaction,is_rush_hour,is_night,weather_comfort,season_hour
2011-01-01,1,0,1,18,0,6,0,3,0.42,0.4242,0.88,0.2537,35,2011,1,1,1,Spring,Light_Rain,Saturday,0.3696,0.10655399999999998,1,0,0.03761351999999999,18
2011-01-01,1,0,1,19,0,6,0,3,0.42,0.4242,0.88,0.2537,37,2011,1,1,1,Spring,Light_Rain,Saturday,0.3696,0.10655399999999998,1,0,0.03761351999999999,19
2011-01-01,1,0,1,20,0,6,0,2,0.4,0.4091,0.87,0.2537,36,2011,1,1,1,Spring,Mist,Saturday,0.34800000000000003,0.10148,0,0,0.038807600000000005,20
2011-01-01,1,0,1,21,0,6,0,2,0.4,0.4091,0.87,0.194,34,2011,1,1,1,Spring,Mist,Saturday,0.34800000000000003,0.0776,0,0,0.041912000000000005,21
2011-01-01,1,0,1,22,0,6,0,2,0.4,0.4091,0.94,0.2239,28,2011,1,1,1,Spring,Mist,Saturday,0.376,0.08956,0,1,0.018626400000000015,22
2011-01-01,1,0,1,23,0,6,0,2,0.46,0.4545,0.88,0.2985,39,2011,1,1,1,Spring,Mist,Saturday,0.4048,0.13731,0,1,0.0387228,23
2011-01-02,1,0,1,0,0,0,0,2,0.46,0.4545,0.88,0.2985,17,2011,1,2,2,Spring,Mist,Sunday,0.4048,0.13731,0,1,0.0387228,0
2011-01-02,1,0,1,1,0,0,0,2,0.44,0.4394,0.94,0.2537,17,2011,1,2,2,Spring,Mist,Sunday,0.41359999999999997,0.11162799999999999,0,1,0.019702320000000016,1
2011-01-02,1,0,1,2,0,0,0,2,0.42,0.4242,1.0,0.2836,9,2011,1,2,2,Spring,Mist,Sunday,0.42,0.11911200000000001,0,1,0.0,2
2011-01-02,1,0,1,3,0,0,0,2,0.46,0.4545,0.94,0.194,6,2011,1,2,2,Spring,Mist,Sunday,0.4324,0.08924,0,1,0.022245600000000025,3
2011-01-02,1,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.194,3,2011,1,2,2,Spring,Mist,Sunday,0.4324,0.08924,0,1,0.022245600000000025,4
2011-01-02,1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,2,2011,1,2,2,Spring,Light_Rain,Sunday,0.3234,0.12536999999999998,0,0,0.06776489999999999,6
2011-01-02,1,0,1,7,0,0,0,2,0.4,0.4091,0.76,0.194,1,2011,1,2,2,Spring,Mist,Sunday,0.30400000000000005,0.0776,1,0,0.077376,7
2011-01-02,1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,8,2011,1,2,2,Spring,Light_Rain,Sunday,0.284,0.08956,1,0,0.09002760000000001,8
2011-01-02,1,0,1,9,0,0,0,2,0.38,0.3939,0.76,0.2239,20,2011,1,2,2,Spring,Mist,Sunday,0.2888,0.08508199999999999,1,0,0.07078032000000001,9
2011-01-02,1,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,53,2011,1,2,2,Spring,Mist,Sunday,0.2916,0.080604,0,0,0.05308523999999998,10
2011-01-02,1,0,1,11,0,0,0,2,0.36,0.3333,0.71,0.2537,70,2011,1,2,2,Spring,Mist,Sunday,0.2556,0.091332,0,0,0.07791372,11
2011-01-02,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,93,2011,1,2,2,Spring,Mist,Sunday,0.2376,0.10745999999999999,0,0,0.08586359999999998,12
2011-01-02,1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,75,2011,1,2,2,Spring,Mist,Sunday,0.2376,0.048348,0,0,0.10596167999999999,13
2011-01-02,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,59,2011,1,2,2,Spring,Light_Rain,Sunday,0.2736,0.06984,0,0,0.0696384,14
2011-01-02,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,74,2011,1,2,2,Spring,Light_Rain,Sunday,0.27540000000000003,0.05582800000000001,0,0,0.053992679999999994,15
2011-01-02,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,76,2011,1,2,2,Spring,Light_Rain,Sunday,0.2414,0.05582800000000001,0,0,0.08240988000000002,16
2011-01-02,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,65,2011,1,2,2,Spring,Clear,Sunday,0.1938,0.06596,1,0,0.11783720000000003,17
2011-01-02,1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,53,2011,1,2,2,Spring,Mist,Sunday,0.1656,0.11822400000000001,1,0,0.13055904000000002,18
2011-01-02,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,30,2011,1,2,2,Spring,Clear,Sunday,0.1344,0.143296,1,0,0.10248832000000001,19
2011-01-02,1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,22,2011,1,2,2,Spring,Clear,Sunday,0.11699999999999999,0.10746,0,0,0.11744939999999998,20
2011-01-02,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,31,2011,1,2,2,Spring,Clear,Sunday,0.1144,0.08538400000000002,0,0,0.09778496,21
2011-01-02,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,9,2011,1,2,2,Spring,Clear,Sunday,0.1056,0.07164,0,1,0.09428160000000002,22
2011-01-02,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,8,2011,1,2,2,Spring,Clear,Sunday,0.10339999999999999,0.036124,0,1,0.09745428,23
2011-01-03,1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,5,2011,1,3,3,Spring,Clear,Monday,0.0968,0.078804,0,1,0.07906976,0
2011-01-03,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,2,2011,1,3,3,Spring,Clear,Monday,0.08800000000000001,0.08358,0,1,0.06519520000000002,1
2011-01-03,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,1,2011,1,3,3,Spring,Clear,Monday,0.0752,0.062096,0,1,0.05188912,4
2011-01-03,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,3,2011,1,3,3,Spring,Clear,Monday,0.0752,0.04537600000000001,0,1,0.060750719999999994,5
2011-01-03,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,30,2011,1,3,3,Spring,Clear,Monday,0.07,0.05433400000000001,0,0,0.042833,6
2011-01-03,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,64,2011,1,3,3,Spring,Clear,Monday,0.07,0.027160000000000004,1,0,0.05642000000000001,7
2011-01-03,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,154,2011,1,3,3,Spring,Clear,Monday,0.07,0.039704,1,0,0.050148,8
2011-01-03,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,88,2011,1,3,3,Spring,Clear,Monday,0.0688,0.062096,1,0,0.05580528000000001,9
2011-01-03,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,44,2011,1,3,3,Spring,Clear,Monday,0.0774,0.045666,0,0,0.07657038000000001,10
2011-01-03,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,51,2011,1,3,3,Spring,Clear,Monday,0.08000000000000002,0.06568,0,0,0.080592,11
2011-01-03,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,61,2011,1,3,3,Spring,Clear,Monday,0.077,0.06566999999999999,0,0,0.10031450000000001,12
2011-01-03,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,61,2011,1,3,3,Spring,Clear,Monday,0.08399999999999999,0.068064,0,0,0.1117584,13
2011-01-03,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,77,2011,1,3,3,Spring,Clear,Monday,0.078,0.07373600000000001,0,0,0.1303848,14
2011-01-03,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,72,2011,1,3,3,Spring,Clear,Monday,0.078,0.06596199999999999,0,0,0.1358266,15
2011-01-03,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,76,2011,1,3,3,Spring,Clear,Monday,0.078,0.06596199999999999,0,0,0.1358266,16
2011-01-03,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,157,2011,1,3,3,Spring,Clear,Monday,0.072,0.05373599999999999,1,0,0.1303848,17
2011-01-03,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,157,2011,1,3,3,Spring,Clear,Monday,0.0768,0.025079999999999998,1,0,0.1461456,18
2011-01-03,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,110,2011,1,3,3,Spring,Clear,Monday,0.094,0.0,1,0,0.10600000000000001,19
2011-01-03,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,52,2011,1,3,3,Spring,Clear,Monday,0.094,0.020900000000000002,0,0,0.09492300000000001,20
2011-01-03,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,52,2011,1,3,3,Spring,Clear,Monday,0.1152,0.024174,0,0,0.05609736,21
2011-01-03,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,20,2011,1,3,3,Spring,Clear,Monday,0.0966,0.018802000000000003,0,1,0.037571380000000015,22
2011-01-03,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,12,2011,1,3,3,Spring,Clear,Monday,0.099,0.018809999999999997,0,1,0.07253549999999999,23
2011-01-04,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,5,2011,1,4,4,Spring,Clear,Tuesday,0.08800000000000001,0.01672,0,1,0.06447599999999999,0
2011-01-04,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,2,2011,1,4,4,Spring,Clear,Tuesday,0.0944,0.01672,0,1,0.0587448,1
2011-01-04,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,1,2011,1,4,4,Spring,Clear,Tuesday,0.08820000000000001,0.018802000000000003,0,1,0.04484326,2
2011-01-04,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,2,2011,1,4,4,Spring,Clear,Tuesday,0.08820000000000001,0.012544000000000001,0,1,0.04715872,4
2011-01-04,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,4,2011,1,4,4,Spring,Clear,Tuesday,0.0816,0.012539999999999999,0,1,0.03438719999999999,5
2011-01-04,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,36,2011,1,4,4,Spring,Clear,Tuesday,0.08879999999999999,0.012539999999999999,0,0,0.0279396,6
2011-01-04,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,94,2011,1,4,4,Spring,Clear,Tuesday,0.08879999999999999,0.016116,1,0,0.02700984,7
2011-01-04,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,179,2011,1,4,4,Spring,Clear,Tuesday,0.0966,0.022988000000000005,1,0,0.03627372000000001,8
2011-01-04,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,100,2011,1,4,4,Spring,Clear,Tuesday,0.1024,0.035824,1,0,0.04470336,9
2011-01-04,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,42,2011,1,4,4,Spring,Mist,Tuesday,0.1104,0.05254400000000001,0,0,0.033311360000000005,10
2011-01-04,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,57,2011,1,4,4,Spring,Clear,Tuesday,0.11220000000000001,0.06566999999999999,0,0,0.0756217,11
2011-01-04,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,78,2011,1,4,4,Spring,Clear,Tuesday,0.11220000000000001,0.036124,0,0,0.09009924,12
2011-01-04,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,97,2011,1,4,4,Spring,Clear,Tuesday,0.13440000000000002,0.04656,0,0,0.0851136,13
2011-01-04,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,63,2011,1,4,4,Spring,Clear,Tuesday,0.13520000000000001,0.058214,0,0,0.09685728,14
2011-01-04,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,65,2011,1,4,4,Spring,Clear,Tuesday,0.1456,0.071036,0,0,0.10030272000000001,15
2011-01-04,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,83,2011,1,4,4,Spring,Clear,Tuesday,0.147,0.07611,0,0,0.11418389999999999,16
2011-01-04,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,212,2011,1,4,4,Spring,Clear,Tuesday,0.13440000000000002,0.062692,1,0,0.11300016,17
2011-01-04,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,182,2011,1,4,4,Spring,Clear,Tuesday,0.1248,0.050440000000000006,1,0,0.10897120000000002,18
2011-01-04,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,112,2011,1,4,4,Spring,Clear,Tuesday,0.1152,0.025079999999999998,1,0,0.1117584,19
2011-01-04,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,54,2011,1,4,4,Spring,Clear,Tuesday,0.1152,0.025079999999999998,0,0,0.1117584,20
2011-01-04,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,48,2011,1,4,4,Spring,Clear,Tuesday,0.1408,0.0,0,0,0.07919999999999999,21
2011-01-04,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,35,2011,1,4,4,Spring,Clear,Tuesday,0.1408,0.019712,0,1,0.07210367999999999,22
2011-01-04,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,11,2011,1,4,4,Spring,Clear,Tuesday,0.13799999999999998,0.017920000000000002,0,1,0.05644480000000001,23
2011-01-05,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,6,2011,1,5,5,Spring,Clear,Wednesday,0.128,0.0,0,1,0.072,0
2011-01-05,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,6,2011,1,5,5,Spring,Clear,Wednesday,0.1184,0.014336,0,1,0.037872640000000006,1
2011-01-05,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,2,2011,1,5,5,Spring,Clear,Wednesday,0.1184,0.014336,0,1,0.037872640000000006,2
2011-01-05,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,2,2011,1,5,5,Spring,Clear,Wednesday,0.1152,0.05373599999999999,0,1,0.09685728,4
2011-01-05,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,3,2011,1,5,5,Spring,Clear,Wednesday,0.10339999999999999,0.036124,0,1,0.09745428,5
2011-01-05,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,33,2011,1,5,5,Spring,Clear,Wednesday,0.094,0.04478,0,0,0.08226660000000001,6
2011-01-05,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,88,2011,1,5,5,Spring,Clear,Wednesday,0.0774,0.03492,1,0,0.08269560000000001,7
2011-01-05,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,195,2011,1,5,5,Spring,Clear,Wednesday,0.08000000000000002,0.0597,1,0,0.08418,8
2011-01-05,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,115,2011,1,5,5,Spring,Clear,Wednesday,0.0814,0.072248,1,0,0.09308376,9
2011-01-05,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,57,2011,1,5,5,Spring,Clear,Wednesday,0.0814,0.072248,0,0,0.09308376,10
2011-01-05,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,46,2011,1,5,5,Spring,Clear,Wednesday,0.0858,0.08538400000000002,0,0,0.11699272,11
2011-01-05,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,79,2011,1,5,5,Spring,Clear,Wednesday,0.0858,0.08538400000000002,0,0,0.11699272,12
2011-01-05,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,71,2011,1,5,5,Spring,Clear,Wednesday,0.084,0.08358,0,0,0.137494,13
2011-01-05,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,62,2011,1,5,5,Spring,Clear,Wednesday,0.084,0.0582,0,0,0.174096,14
2011-01-05,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,62,2011,1,5,5,Spring,Clear,Wednesday,0.084,0.0582,0,0,0.174096,15
2011-01-05,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,89,2011,1,5,5,Spring,Clear,Wednesday,0.084,0.026879999999999998,0,0,0.1966464,16
2011-01-05,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,190,2011,1,5,5,Spring,Clear,Wednesday,0.0912,0.04656,1,0,0.11993279999999999,17
2011-01-05,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,169,2011,1,5,5,Spring,Clear,Wednesday,0.0912,0.032232,1,0,0.12881615999999999,18
2011-01-05,1,0,1,19,0,3,1,1,0.24,0.2576,0.38,0.1045,132,2011,1,5,5,Spring,Clear,Wednesday,0.0912,0.025079999999999998,1,0,0.1332504,19
2011-01-05,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,89,2011,1,5,5,Spring,Clear,Wednesday,0.10339999999999999,0.036124,0,0,0.09745428,20
2011-01-05,1,0,1,21,0,3,1,1,0.2,0.197,0.51,0.194,43,2011,1,5,5,Spring,Clear,Wednesday,0.10200000000000001,0.0388,0,0,0.078988,21
2011-01-05,1,0,1,22,0,3,1,1,0.18,0.197,0.55,0.1343,42,2011,1,5,5,Spring,Clear,Wednesday,0.099,0.024174,0,1,0.0701217,22
2011-01-05,1,0,1,23,0,3,1,1,0.2,0.2576,0.47,0.0,19,2011,1,5,5,Spring,Clear,Wednesday,0.094,0.0,0,1,0.10600000000000001,23
2011-01-06,1,0,1,0,0,4,1,1,0.18,0.2424,0.55,0.0,11,2011,1,6,6,Spring,Clear,Thursday,0.099,0.0,0,1,0.08099999999999999,0
2011-01-06,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0.0,4,2011,1,6,6,Spring,Clear,Thursday,0.1024,0.0,0,1,0.0576,1
2011-01-06,1,0,1,2,0,4,1,1,0.16,0.2273,0.64,0.0,2,2011,1,6,6,Spring,Clear,Thursday,0.1024,0.0,0,1,0.0576,2
2011-01-06,1,0,1,4,0,4,1,2,0.16,0.197,0.64,0.0896,1,2011,1,6,6,Spring,Mist,Thursday,0.1024,0.014336,0,1,0.05243904,4
2011-01-06,1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,4,2011,1,6,6,Spring,Mist,Thursday,0.0966,0.012544000000000001,0,1,0.039511360000000016,5
2011-01-06,1,0,1,6,0,4,1,2,0.14,0.1667,0.63,0.1045,36,2011,1,6,6,Spring,Mist,Thursday,0.08820000000000001,0.01463,0,0,0.0463869,6
2011-01-06,1,0,1,7,0,4,1,2,0.16,0.2273,0.59,0.0,95,2011,1,6,6,Spring,Mist,Thursday,0.0944,0.0,1,0,0.0656,7
2011-01-06,1,0,1,8,0,4,1,1,0.16,0.2273,0.59,0.0,219,2011,1,6,6,Spring,Clear,Thursday,0.0944,0.0,1,0,0.0656,8
2011-01-06,1,0,1,9,0,4,1,2,0.18,0.2424,0.51,0.0,122,2011,1,6,6,Spring,Mist,Thursday,0.09179999999999999,0.0,1,0,0.0882,9
2011-01-06,1,0,1,10,0,4,1,1,0.2,0.2576,0.47,0.0,45,2011,1,6,6,Spring,Clear,Thursday,0.094,0.0,0,0,0.10600000000000001,10
2011-01-06,1,0,1,11,0,4,1,1,0.22,0.2576,0.44,0.0896,59,2011,1,6,6,Spring,Clear,Thursday,0.0968,0.019712,0,0,0.11216128000000002,11
2011-01-06,1,0,1,12,0,4,1,1,0.26,0.2879,0.35,0.0,84,2011,1,6,6,Spring,Clear,Thursday,0.091,0.0,0,0,0.169,12
2011-01-06,1,0,1,13,0,4,1,1,0.26,0.2727,0.35,0.1045,67,2011,1,6,6,Spring,Clear,Thursday,0.091,0.02717,0,0,0.15133950000000002,13
2011-01-06,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,70,2011,1,6,6,Spring,Clear,Thursday,0.1008,0.04597600000000001,0,0,0.14977536000000002,14
2011-01-06,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,62,2011,1,6,6,Spring,Clear,Thursday,0.1008,0.0,0,0,0.17920000000000003,15
2011-01-06,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,86,2011,1,6,6,Spring,Clear,Thursday,0.0988,0.04269200000000001,0,0,0.13473096,16
2011-01-06,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,172,2011,1,6,6,Spring,Clear,Thursday,0.11220000000000001,0.036124,1,0,0.09009924,17
2011-01-06,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,163,2011,1,6,6,Spring,Clear,Thursday,0.11220000000000001,0.029546,1,0,0.09332246,18
2011-01-06,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,112,2011,1,6,6,Spring,Clear,Thursday,0.12100000000000001,0.019712,1,0,0.09012959999999999,19
2011-01-06,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,69,2011,1,6,6,Spring,Clear,Thursday,0.10200000000000001,0.03284,0,0,0.0819084,20
2011-01-06,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,48,2011,1,6,6,Spring,Mist,Thursday,0.12100000000000001,0.049257999999999996,0,0,0.0768339,21
2011-01-06,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,52,2011,1,6,6,Spring,Mist,Thursday,0.11220000000000001,0.062392,0,1,0.07722791999999999,22
2011-01-06,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,23,2011,1,6,6,Spring,Mist,Thursday,0.118,0.0388,0,1,0.06609200000000001,23
2011-01-07,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,17,2011,1,7,7,Spring,Mist,Friday,0.128,0.0388,0,1,0.058032,0
2011-01-07,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,7,2011,1,7,7,Spring,Mist,Friday,0.13799999999999998,0.04478,0,1,0.048118200000000014,1
2011-01-07,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,1,2011,1,7,7,Spring,Mist,Friday,0.13799999999999998,0.04478,0,1,0.048118200000000014,2
2011-01-07,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,1,2011,1,7,7,Spring,Mist,Friday,0.13799999999999998,0.026860000000000002,0,1,0.05367340000000001,4
2011-01-07,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,5,2011,1,7,7,Spring,Light_Rain,Friday,0.12100000000000001,0.0,0,1,0.09899999999999999,5
2011-01-07,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,34,2011,1,7,7,Spring,Mist,Friday,0.13799999999999998,0.0,0,0,0.06200000000000001,6
2011-01-07,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,84,2011,1,7,7,Spring,Clear,Friday,0.13799999999999998,0.026860000000000002,1,0,0.05367340000000001,7
2011-01-07,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,210,2011,1,7,7,Spring,Clear,Friday,0.10200000000000001,0.05074,1,0,0.0731374,8
2011-01-07,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,134,2011,1,7,7,Spring,Clear,Friday,0.094,0.0597,1,0,0.07435900000000001,9
2011-01-07,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,63,2011,1,7,7,Spring,Clear,Friday,0.0814,0.072248,0,0,0.09308376,10
2011-01-07,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,67,2011,1,7,7,Spring,Mist,Friday,0.08000000000000002,0.04478,0,0,0.09313199999999999,11
2011-01-07,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,59,2011,1,7,7,Spring,Mist,Friday,0.074,0.05074,0,0,0.0940338,12
2011-01-07,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,73,2011,1,7,7,Spring,Mist,Friday,0.074,0.056720000000000007,0,0,0.0902664,13
2011-01-07,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,50,2011,1,7,7,Spring,Mist,Friday,0.08000000000000002,0.05074,0,0,0.089556,14
